

Sun Jul 27 18:53:28 2014    prof.txt

         175065414 function calls (174943030 primitive calls) in 456.653 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.148    0.018 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:518(__init__)
   147132    0.147    0.000    0.147    0.000 {getattr}
        8    0.000    0.000    0.146    0.018 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:796(__init__)
        8    0.000    0.000    0.145    0.018 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:2559(__init__)
        8    0.001    0.000    0.145    0.018 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:840(_init_toolbar)
    32265    0.102    0.000    0.142    0.000 /usr/lib/python2.7/weakref.py:202(values)
     1741    0.015    0.000    0.141    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:687(get_prop_tup)
     6122    0.023    0.000    0.140    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:1643(all)
      564    0.008    0.000    0.136    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_agg.py:185(get_text_width_height_descent)
       56    0.002    0.000    0.135    0.002 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:831(_Button)
      246    0.009    0.000    0.129    0.001 /usr/lib/pymodules/python2.7/matplotlib/patches.py:398(draw)
        1    0.001    0.001    0.128    0.128 /usr/lib/pymodules/python2.7/matplotlib/colorbar.py:20(<module>)
       80    0.002    0.000    0.127    0.002 /usr/lib/python2.7/lib-tk/Tkinter.py:2024(__init__)
    29931    0.126    0.000    0.126    0.000 {numpy.core._dotblas.dot}
       56    0.000    0.000    0.123    0.002 /usr/lib/python2.7/lib-tk/Tkinter.py:2090(__init__)
    16400    0.120    0.000    0.120    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:74(__init__)
     1076    0.003    0.000    0.120    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:320(_get_text1_transform)
     1050    0.003    0.000    0.120    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:462(_get_text1_transform)
     6071    0.035    0.000    0.120    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:709(union)
     6600    0.032    0.000    0.119    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:955(_get_rgb_face)
     1076    0.003    0.000    0.118    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:323(_get_text2_transform)
    21822    0.050    0.000    0.118    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numeric.py:322(asanyarray)
     1076    0.010    0.000    0.117    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:608(get_xaxis_text1_transform)
     1050    0.010    0.000    0.117    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:685(get_yaxis_text1_transform)
     1076    0.009    0.000    0.115    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:634(get_xaxis_text2_transform)
     2962    0.015    0.000    0.115    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:1676(_process_unit_info)
     1050    0.003    0.000    0.113    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:465(_get_text2_transform)
        1    0.000    0.000    0.112    0.112 /usr/lib/python2.7/dist-packages/scipy/signal/cont2discrete.py:3(<module>)
     9303    0.064    0.000    0.112    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2469(get_xlim)
    10853    0.055    0.000    0.112    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:329(to_rgba)
     6014    0.078    0.000    0.111    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1185(scale_range)
     1050    0.008    0.000    0.109    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:711(get_yaxis_text2_transform)
    45611    0.109    0.000    0.109    0.000 /usr/lib/python2.7/weakref.py:228(__init__)
        1    0.001    0.001    0.107    0.107 /usr/lib/python2.7/dist-packages/numpy/__init__.py:106(<module>)
     9352    0.064    0.000    0.107    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:724(set_linestyle)
        8    0.001    0.000    0.106    0.013 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:216(__init__)
    45920    0.106    0.000    0.106    0.000 {zip}
        1    0.001    0.001    0.102    0.102 /usr/lib/pymodules/python2.7/matplotlib/collections.py:10(<module>)
     3300    0.008    0.000    0.099    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:187(get_transform)
      188    0.001    0.000    0.099    0.001 /usr/lib/pymodules/python2.7/matplotlib/spines.py:261(draw)
     8874    0.056    0.000    0.098    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2684(get_ylim)
       16    0.000    0.000    0.097    0.006 /usr/lib/python2.7/lib-tk/Tkinter.py:2261(create_image)
       16    0.000    0.000    0.097    0.006 /usr/lib/python2.7/lib-tk/Tkinter.py:2244(_create)
    42541    0.097    0.000    0.097    0.000 {numpy.core.multiarray.empty}
        1    0.002    0.002    0.095    0.095 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:28(<module>)
      189    0.001    0.000    0.095    0.001 /usr/lib/python2.7/re.py:226(_compile)
       72    0.000    0.000    0.094    0.001 /usr/lib/python2.7/re.py:188(compile)
       70    0.001    0.000    0.093    0.001 /usr/lib/python2.7/sre_compile.py:494(compile)
     2960    0.039    0.000    0.091    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:930(_set_intervalx)
      795    0.004    0.000    0.091    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:927(_draw_dotted)
    81545    0.090    0.000    0.090    0.000 {iter}
     5916    0.016    0.000    0.088    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:46(take)
      871    0.084    0.000    0.086    0.000 {built-in method draw_text_image}
    17908    0.036    0.000    0.085    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:457(set_figure)
     2958    0.037    0.000    0.083    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:935(_set_intervaly)
    11834    0.052    0.000    0.081    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1490(get_siblings)
     2960    0.014    0.000    0.081    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:840(update_from_path)
     9358    0.032    0.000    0.079    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:470(set_transform)
     9346    0.044    0.000    0.077    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:378(set_data)
    21920    0.075    0.000    0.075    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.003    0.003    0.075    0.075 /usr/lib/pymodules/python2.7/matplotlib/widgets.py:10(<module>)
    84705    0.074    0.000    0.074    0.000 {method 'split' of 'str' objects}
4420/4232    0.011    0.000    0.074    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1988(get_affine)
    14480    0.033    0.000    0.074    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:226(set_transform)
    10630    0.024    0.000    0.073    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:263(_set_artist_props)
    12926    0.059    0.000    0.073    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:361(_get_intervalx)
     1689    0.023    0.000    0.072    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:55(_process_plot_format)
3253/3252    0.043    0.000    0.072    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:396(_get_bounds)
     5916    0.071    0.000    0.071    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.071    0.071 dektakWithoutMain.py:462(find_minima_and_maxima)
     5363    0.011    0.000    0.069    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1531(transform)
        1    0.000    0.000    0.066    0.066 /usr/lib/python2.7/dist-packages/numpy/add_newdocs.py:9(<module>)
     2960    0.066    0.000    0.066    0.000 {built-in method update_path_extents}
     7828    0.066    0.000    0.066    0.000 {numpy.core.multiarray.concatenate}
        1    0.065    0.065    0.065    0.065 dektakWithoutMain.py:28(peakdet)
    74950    0.064    0.000    0.064    0.000 {method 'iteritems' of 'dict' objects}
    75569    0.064    0.000    0.064    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.063    0.032 /usr/lib/pymodules/python2.7/matplotlib/axes.py:1474(add_collection)
      196    0.034    0.000    0.063    0.000 /usr/lib/python2.7/dist-packages/scipy/misc/doccer.py:71(indentcount_lines)
     1435    0.063    0.000    0.063    0.000 {method 'set_text' of 'FT2Font' objects}
    12462    0.050    0.000    0.063    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:368(_get_intervaly)
     4619    0.041    0.000    0.062    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:774(get_size_in_points)
        2    0.000    0.000    0.062    0.031 /usr/lib/pymodules/python2.7/matplotlib/collections.py:166(get_datalim)
     6600    0.027    0.000    0.061    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:614(_get_markerfacecolor)
        1    0.002    0.002    0.061    0.061 /usr/lib/python2.7/dist-packages/scipy/linalg/__init__.py:141(<module>)
4231/1842    0.012    0.000    0.061    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2128(_invalidate_internal)
    15554    0.049    0.000    0.061    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:263(to_rgb)
    73199    0.061    0.000    0.061    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.060    0.030 /usr/lib/pymodules/python2.7/matplotlib/path.py:730(get_path_collection_extents)
        1    0.001    0.001    0.059    0.059 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:99(<module>)
        2    0.059    0.030    0.059    0.030 {built-in method get_path_collection_extents}
    46639    0.059    0.000    0.059    0.000 {built-in method __new__ of type object at 0x91a4c0}
     5363    0.023    0.000    0.058    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1611(transform_affine)
     3385    0.010    0.000    0.058    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2431(get_xbound)
        1    0.001    0.001    0.058    0.058 /usr/lib/python2.7/dist-packages/scipy/linalg/basic.py:7(<module>)
        1    0.002    0.002    0.057    0.057 /usr/lib/python2.7/dist-packages/numpy/lib/__init__.py:1(<module>)
23434/16462    0.048    0.000    0.056    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2159(_get_is_affine)
     5918    0.023    0.000    0.056    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:693(limit_range_for_scale)
      840    0.022    0.000    0.055    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:680(translated)
        1    0.000    0.000    0.054    0.054 /usr/lib/python2.7/dist-packages/scipy/linalg/decomp_schur.py:1(<module>)
       12    0.000    0.000    0.054    0.004 /usr/lib/python2.7/dist-packages/numpy/core/getlimits.py:91(__new__)
        2    0.000    0.000    0.054    0.027 /usr/lib/python2.7/dist-packages/numpy/core/getlimits.py:124(_init)
    58172    0.053    0.000    0.053    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.053    0.027 /usr/lib/python2.7/dist-packages/numpy/core/machar.py:95(__init__)
        3    0.000    0.000    0.053    0.018 /usr/lib/pymodules/python2.7/matplotlib/figure.py:1399(subplots_adjust)
        2    0.017    0.008    0.053    0.027 /usr/lib/python2.7/dist-packages/numpy/core/machar.py:114(_do_init)
      341    0.002    0.000    0.053    0.000 {map}
       70    0.001    0.000    0.052    0.001 /usr/lib/python2.7/sre_parse.py:676(parse)
11824/5912    0.038    0.000    0.051    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2155(depth)
     9792    0.023    0.000    0.051    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:604(new_gc)
        8    0.000    0.000    0.051    0.006 /usr/lib/python2.7/lib-tk/Tkinter.py:966(update_idletasks)
        1    0.001    0.001    0.051    0.051 /usr/lib/python2.7/dist-packages/scipy/signal/ltisys.py:4(<module>)
    22755    0.051    0.000    0.051    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   218/70    0.002    0.000    0.051    0.001 /usr/lib/python2.7/sre_parse.py:302(_parse_sub)
        1    0.001    0.001    0.050    0.050 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3(<module>)
    14113    0.034    0.000    0.050    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:237(get_transform)
   313/75    0.014    0.000    0.050    0.001 /usr/lib/python2.7/sre_parse.py:380(_parse)
        3    0.000    0.000    0.049    0.016 /usr/lib/pymodules/python2.7/matplotlib/legend.py:447(draw)
       47    0.000    0.000    0.048    0.001 /usr/lib/pymodules/python2.7/matplotlib/axes.py:833(_gen_axes_spines)
     1432    0.009    0.000    0.047    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:256(update_from)
     9792    0.032    0.000    0.047    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:576(_set_gc_clip)
      188    0.001    0.000    0.047    0.000 /usr/lib/pymodules/python2.7/matplotlib/spines.py:418(linear_spine)
     4998    0.015    0.000    0.047    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1957(transform_non_affine)
     2958    0.008    0.000    0.047    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2651(get_ybound)
     6702    0.021    0.000    0.046    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_agg.py:262(points_to_pixels)
       94    0.001    0.000    0.045    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:737(_update_transScale)
        1    0.001    0.001    0.044    0.044 /usr/lib/pymodules/python2.7/matplotlib/rcsetup.py:14(<module>)
    15914    0.044    0.000    0.044    0.000 {numpy.core.multiarray.zeros}
        6    0.001    0.000    0.044    0.007 /usr/lib/pymodules/python2.7/matplotlib/patches.py:1598(_pprint_styles)
     3592    0.025    0.000    0.044    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:711(update_from)
    25326    0.043    0.000    0.043    0.000 {max}
     9346    0.043    0.000    0.043    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:525(is_numlike)
    49530    0.043    0.000    0.043    0.000 {abs}
       91    0.001    0.000    0.043    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:756(set_position)
      752    0.003    0.000    0.043    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2075(blended_transform_factory)
     7695    0.022    0.000    0.043    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2178(transform_non_affine)
      133    0.002    0.000    0.042    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:978(set)
        1    0.000    0.000    0.041    0.041 /usr/lib/pymodules/python2.7/matplotlib/patches.py:1692(BoxStyle)
     7814    0.027    0.000    0.041    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:43(after)
        2    0.000    0.000    0.040    0.020 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:1337(findfont)
        2    0.007    0.004    0.040    0.020 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:1153(findfont)
        1    0.001    0.001    0.040    0.040 /usr/lib/python2.7/inspect.py:25(<module>)
       70    0.000    0.000    0.040    0.001 /usr/lib/python2.7/sre_compile.py:479(_code)
     7814    0.024    0.000    0.038    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:36(before)
        1    0.001    0.001    0.038    0.038 /usr/lib/pymodules/python2.7/matplotlib/fontconfig_pattern.py:7(<module>)
    33572    0.038    0.000    0.038    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:960(get_points)
     3300    0.020    0.000    0.038    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:600(get_markeredgecolor)
     2163    0.007    0.000    0.038    0.000 /usr/lib/python2.7/dist-packages/numpy/core/fromnumeric.py:1563(any)
        1    0.001    0.001    0.037    0.037 /usr/lib/python2.7/dist-packages/numpy/lib/type_check.py:3(<module>)
     1504    0.027    0.000    0.037    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1165(popall)
        1    0.009    0.009    0.037    0.037 /usr/lib/python2.7/dist-packages/numpy/core/__init__.py:2(<module>)
     15/3    0.000    0.000    0.036    0.012 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:246(draw)
    18157    0.036    0.000    0.036    0.000 {divmod}
     2958    0.007    0.000    0.036    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2426(xaxis_inverted)
    47826    0.036    0.000    0.036    0.000 {id}
    43213    0.036    0.000    0.036    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.035    0.035 /usr/lib/python2.7/dist-packages/scipy/signal/filter_design.py:2(<module>)
        1    0.001    0.001    0.035    0.035 /usr/lib/python2.7/dist-packages/scipy/optimize/__init__.py:142(<module>)
        1    0.000    0.000    0.035    0.035 /usr/lib/python2.7/tokenize.py:23(<module>)
     3660    0.016    0.000    0.035    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:708(get_family)
     2958    0.007    0.000    0.034    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2646(yaxis_inverted)
     6876    0.034    0.000    0.034    0.000 {numpy.core.multiarray.arange}
    18371    0.034    0.000    0.034    0.000 {hasattr}
       94    0.000    0.000    0.034    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1474(set)
       80    0.000    0.000    0.034    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3304(__init__)
       49    0.001    0.000    0.033    0.001 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1897(_update_label_position)
     9082    0.019    0.000    0.033    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:270(report)
       49    0.001    0.000    0.033    0.001 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1623(_update_label_position)
       80    0.001    0.000    0.033    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3245(__init__)
     5621    0.019    0.000    0.033    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:417(get_snap)
      188    0.004    0.000    0.033    0.000 /usr/lib/pymodules/python2.7/matplotlib/spines.py:39(__init__)
       49    0.001    0.000    0.032    0.001 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1650(_update_offset_text_position)
     9346    0.022    0.000    0.032    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:793(set_markeredgewidth)
     9346    0.023    0.000    0.032    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:1081(set_dash_capstyle)
     2781    0.014    0.000    0.032    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:681(get_position)
       11    0.000    0.000    0.032    0.003 /usr/lib/pymodules/python2.7/matplotlib/artist.py:1237(kwdoc)
   603/70    0.009    0.000    0.032    0.000 /usr/lib/python2.7/sre_compile.py:33(_compile)
       98    0.002    0.000    0.032    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:474(set_locs)
     3111    0.008    0.000    0.031    0.000 /usr/lib/python2.7/dist-packages/numpy/core/_methods.py:12(_amin)
